Username,timestamp,tweet_text,Location
https://twitter.com/falcon_kat,2019-02-27 23:59:54+00:00,b'I have depression and enough common sense that cancer sticks are cancer sticks. https://t.co/Rszbxt7WNJ',"San Antonio, TX"
https://twitter.com/NickiBlue,2019-02-27 23:59:32+00:00,"b""About to talk with my Dubi friend to help curve his depression. I'm kinda depressed to but I will place the happy mask on &amp; ignore my shit to help clean his shit out of his system.    After this if I succeed, I'll feel like I shit my shit out too.  Talk therapy, best there is!""","Tennessee, USA"
https://twitter.com/leximeowpants,2019-02-27 23:58:16+00:00,b'It\xe2\x80\x99s too early to go to sleep but my depression disagrees',"Faggotville,USA"
https://twitter.com/kirbyiskool,2019-02-27 23:57:37+00:00,b'my seasonal depression is in full force with this late winter weather and i\xe2\x80\x99m trying to combat it by starting up a gym routine again and setting up my bedroom after this move..... with like seven 13-hour naps in between. it\xe2\x80\x99s a great mix of progress and debilitating laziness',PDX OR
https://twitter.com/usacsmret,2019-02-27 23:57:28+00:00,"b'The once-noble Democrat Party platform is no longer one for the oppressed but one for the depressed, and that depression is now epidemic derangement.'","Near Charlotte, NC"
https://twitter.com/ObtainingBliss,2019-02-27 23:57:05+00:00,"b'Hi _DarlingDahlia_, thanks for following me! My purpose is to help those suffering from depression and anxiety! Check out the 5 Day Bliss Challenge to get you on the right path to finding your bliss! #findyourbliss #personalgrowth https://t.co/oSMp54QS5I'","Minnesota, USA"
https://twitter.com/ByramHealthcare,2019-02-27 23:57:01+00:00,"b'#Postpartum #depression is a severe, long-lasting form of depression that affects new moms. If you\xe2\x80\x99re a new mom who has been struggling with depression, we hope this guide will encourage you take the steps you need to get help. https://t.co/JorNns7HNW https://t.co/pElxWi5iGO'","White Plains, New York"
https://twitter.com/gehnerjd,2019-02-27 23:56:54+00:00,"b""@Kenny_Wallace My wife has been depressed a lot more than years past. Not finding a house in 2 yrs hasn't helped. Depression is scary thi g and it runs in her family.""","St Louis, MO"
https://twitter.com/ZestyGarlicMist,2019-02-27 23:56:40+00:00,b'Anyone want to suck the depression outta my tiddies?',"Midwest, USA"
https://twitter.com/fatcr0wsnest,2019-02-27 23:56:38+00:00,"b""@WanderinDreamr Apparently depression and anxiety count because I see it on every app i've done and none are min wave so it must be a fed req at least""","Houston, TX"
https://twitter.com/dwagon,2019-02-27 23:56:01+00:00,b'@CCTakato @ponchita246 Having an honest talk in a safe space about depression and suicide is different than a kid accidentally seeing their fav cartoon character kill themself out of the blue in a fake video.',USA
https://twitter.com/Drunken_Kisses,2019-03-30 23:59:56+00:00,"b""What'd I miss? I'm back from depression""","New Jersey, USA"
https://twitter.com/electric528,2019-03-30 23:59:28+00:00,b'I have #depression and I think about #suicide once a day: every minute from the time I wake up to the moment I fall asleep.  #mentalillness',"Williamsport, MD"
https://twitter.com/iZemeraldstar,2019-03-30 23:59:09+00:00,"b'Keep Lavender Plant in Your Bedroom: It Dramatically Improves Sleep, Reduces Anxiety, Depression and Panic Attacks https://t.co/hzwCEAkVIH'","Southern CA, and Star, ID"
https://twitter.com/KidsPartnership,2019-03-30 23:59:04+00:00,b'ICYMI: LGBTQ teens are 6x more likely to experience symptoms of depression. The #Out4MentalHealth community survey was designed to capture the lived experiences of LGBTQ Californians &amp; help us advocate 4 the resources that our communities need to thrive: https://t.co/4UoIF6LZ4p https://t.co/lbuR4pywqc',"Los Angeles, CA"
https://twitter.com/hifromlaura1,2019-03-30 23:58:38+00:00,b'@Creekycoffee https://t.co/tnSmkWFbZV. Depression is a serious problem but you aren\xe2\x80\x99t alone',"North Carolina, USA"
https://twitter.com/AddyBrossWrites,2019-03-30 23:58:33+00:00,b'@Roberta_Blab Depression is such an ass sometimes.  *hugs* https://t.co/UrW2nesxLL',"Poconos, USA"
https://twitter.com/heaslip_tiffany,2019-03-30 23:58:04+00:00,b'I always forget about my seasonal depression until a beautiful spring day hits and i\xe2\x80\x99m skipping around outside like a crackhead telling strangers at work to have a lovely day &amp; wondering why i\xe2\x80\x99m so happy',"Ontario, CA"
https://twitter.com/NormalGuy42069,2019-03-30 23:57:48+00:00,b'@kkohinsky @Katsandmicevn @raisingbabyclem Thats also a sign of depression.',"Atlanta, GA"
https://twitter.com/Brasilmagic,2019-03-30 23:57:46+00:00,"b'Childhood Trauma Permanently Scars Brain, And Boosts Likelihood Of Depression  https://t.co/N4VzQ7wQ8z'","Washington DC, USA"
https://twitter.com/Shmojoman,2019-03-30 23:57:40+00:00,"b""@skyrawr42 I feel you. You are not alone. Who has anxiety, depression and is possibly on the spectrum? Spoiler alert. It's me. \xf0\x9f\x98\x81\xf0\x9f\x98\x81\xf0\x9f\x98\x81\xf0\x9f\x98\x81\xf0\x9f\x98\x81""","Tempe, AZ"
https://twitter.com/DrMaryAlvord,2019-03-30 23:57:01+00:00,b'Impact of a CBT-based #Resilience Intervention among #Children w Elevated #Depression @ADAAConference #adaa2019 #Psysci #cbtworks https://t.co/k3ugjqiyUr',"Rockville & Chevy Chase, MD US"
https://twitter.com/lilalbyno_,2019-03-30 23:56:23+00:00,b'this helmet gave me depression https://t.co/rJdo5MPx4r',"Chattanooga, TN"
https://twitter.com/Nick__sama,2019-03-30 23:55:42+00:00,b'What\xe2\x80\x99s the point of being with a woman if she doesn\xe2\x80\x99t make you happy? I refuse to be with a woman that doesn\xe2\x80\x99t make me happy. I already suffer from severe depression why would I wanna be with someone who makes me unhappy?',"Omaha, NE"
https://twitter.com/JuneauxsPillbox,2019-03-30 23:55:32+00:00,b'Self care is a moving target  #selfcare #onthespectrum #depression #anxiety #bereal',"New Orleans, LA"
