Username,timestamp,tweet_text,Location
https://twitter.com/KennyInHTown,2019-02-27 23:59:54+00:00,"b'Johnny Manziel Banned By CFL for Violating Contract, Cut By Montreal Alouettes, Reveals Bipolar Disorder Along with Substance Abuse (VIDEO) https://t.co/d4WhhabNx4 via @TMZ This is very sad! @SeanUnfiltered @GameDayOJ'","Plano, TX"
https://twitter.com/KennyInHTown,2019-02-27 23:57:33+00:00,"b'Johnny Manziel Banned By CFL for Violating Contract, Cut By Montreal Alouettes, Reveals Bipolar Disorder Along with Substance Abuse (VIDEO) https://t.co/d4WhhabNx4 via @TMZ  This is very sad! @PCreighton1 @Cody_Stoots'","Plano, TX"
https://twitter.com/n3ll__,2019-02-27 23:56:24+00:00,b'i\xe2\x80\x99m extremely grateful for the people who still rock with my bipolar ass \xf0\x9f\x98\xa9\xf0\x9f\x92\x9c\xf0\x9f\x99\x8f\xf0\x9f\x8f\xbd',"Florida, USA"
https://twitter.com/HellifiedR,2019-02-27 23:56:16+00:00,b'Now playing Bipolar (Dirty) by Gucci Mane feat Quavo!  Listen here at https://t.co/ZKuq21c5Pb',"Louisville, KY"
https://twitter.com/glennymah,2019-02-27 23:48:33+00:00,b'@Kenzikins1337 I never really read books on bipolar when I found out. I read up some medical articles but I truly enjoyed reading articles from others who also suffer the same condition. Personal experiences resonates with me more and it\xe2\x80\x99s given me the courage to also write about my journey :)',"Honolulu, HI"
https://twitter.com/blackgyalami,2019-02-27 23:45:01+00:00,b'@Bipolar_B Lol none are available rn unless you\xe2\x80\x99re having a crisis  But I don\xe2\x80\x99t need a therapist just a human that I am not at all close with',"Sacramento, CA"
https://twitter.com/BillylumberghJr,2019-02-27 23:44:22+00:00,b'@Mhaley01Haley @ScottWalker @IvankaTrump Actually i have a wife with lupus and bipolar disorder and i have severe back issues and am on a maintenance drug for an opioid addiction that started because of my back so I know a little about health insurance',"Wisconsin, USA"
https://twitter.com/SilentStorm80,2019-02-27 23:42:29+00:00,"b""@Kenzikins1337 People who don't understand things always attack them. I was told for many years that I was diagnosed with bipolar disorder but they were wrong. I was called every stereotype you can think of so it made me learn more about it. I used to help people see the difference but gave up""","Quincy, IL"
https://twitter.com/disastridf,2019-02-27 23:41:53+00:00,b'@lorenacupcake I have bipolar 2 and I tell myself to just chill out and wait all the time. It helps.',ATX to PDX
https://twitter.com/RadioGagaQ,2019-03-30 23:58:14+00:00,b'Happy world bipolar day? Apparently that\xe2\x80\x99s a thing?',"Oregon, USA"
https://twitter.com/liz_perezz19,2019-03-30 23:52:51+00:00,b'bipolar ass weather \xf0\x9f\xa4\xa6\xf0\x9f\x8f\xbc\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f',"Houston, TX"
https://twitter.com/TiffanyMRuffin,2019-03-30 23:50:10+00:00,b'The bipolar in me is coming out tonight \xf0\x9f\x98\xad',"Sylvania, GA"
https://twitter.com/HellifiedR,2019-03-30 23:50:02+00:00,b'Now playing Bipolar (Dirty) by Gucci Mane feat Quavo!  Listen here at https://t.co/ZKuq21c5Pb',"Louisville, KY"
https://twitter.com/susanthereif,2019-03-30 23:47:38+00:00,b'@Notta_Democrat I live near SE Indiana. Rained hard all day and possible flurries tomorrow. It will be 65 in a few days. Bipolar weather.',"Ohio, USA"
https://twitter.com/kingmixuntold,2019-03-30 23:47:25+00:00,b'Oh Indiana why is your weather bipolar tf',"Indiana, USA"
https://twitter.com/grok421,2019-03-30 23:44:07+00:00,"b""@juliaaccase Hello Julia, I'm an IT Manager w/  DevOps/Automation experience (Elastic ELK) Not an Elastic employee. Just interested in applications w/ suicide prevention in mind. Not Medical Researcher either. I am a Bipolar IT who has lost 2 friends to suicide. I am looking for ways to help""","Illinois, USA"
https://twitter.com/EwHilary,2019-03-30 23:42:46+00:00,b'None of you bitches got me a gift for world bipolar day.',"Chicago, IL"
https://twitter.com/fatalephantasma,2019-04-29 23:59:42+00:00,b'@BpdBryan THC triggers manic episodes in people with bipolar disorder!',USA
https://twitter.com/bricehelenka,2019-04-29 23:57:48+00:00,"b'Do you know someone suffering from bipolar disorder? Here are some ways to help!   \xe2\x80\xa2During an episode, your loved one is not themself. Keep your cool!  \xe2\x80\xa2Keep your loved one on a schedule  \xe2\x80\xa2Make tour loved one feel safe.  \xe2\x80\xa2Encourage them to reach out.   \xf0\x9f\x92\x97\xf0\x9f\x92\x97\xf0\x9f\x92\x97\xf0\x9f\x92\x97\xf0\x9f\x92\x97\xf0\x9f\x92\x97\xf0\x9f\x92\x97\xf0\x9f\x92\x97\xf0\x9f\x92\x97\xf0\x9f\x92\x97\xf0\x9f\x92\x97'",FOR MY SCHOOL FINAL 
https://twitter.com/isaac_garay37,2019-04-29 23:55:00+00:00,b'I\xe2\x80\x99ve been making some bipolar ass tunes lately my mom probably thinks there is something wrong lol',"Albuquerque, NM"
https://twitter.com/textranquilo,2019-04-29 23:53:08+00:00,b'@MikayesFiona EC/IC does that mean your bipolar ! Lol',Rockport Texas 
